block_id	best	delta_lik	lik_t1	lik_t2	lik_t3
NC_031969.f5.masked_18138001_18138999	t3	.0003	-948.8400	-948.8403	-948.8397
NC_031969.f5.masked_18293001_18293999	t3	8.7319	-1023.5148	-1023.5492	-1014.7829
NC_031969.f5.masked_18320001_18320999	t3	.0007	-1019.9723	-1019.9716	-1019.9709
NC_031969.f5.masked_18382001_18382999	t2	.0002	-991.0814	-991.0812	-991.0928
NC_031969.f5.masked_18432001_18432999	t1	.0236	-953.4187	-953.4423	-965.3793
NC_031969.f5.masked_18451001_18451999	t1	.0008	-1084.2546	-1084.4310	-1084.2554
NC_031969.f5.masked_18479001_18479999	t1	.0015	-1092.9773	-1092.9788	-1092.9796
NC_031969.f5.masked_18481001_18481999	t2	6.0149	-1028.7859	-1022.7703	-1028.7852
NC_031969.f5.masked_18484001_18484999	t2	.0003	-1109.5492	-1109.5485	-1109.5488
NC_031969.f5.masked_18496001_18496999	t2	7.7851	-1078.6812	-1070.8954	-1078.6805
NC_031969.f5.masked_18518001_18518999	t1	.0005	-1072.1716	-1072.1722	-1072.1721
NC_031969.f5.masked_18544001_18544999	t2	8.2008	-1257.0475	-1248.7985	-1256.9993
NC_031969.f5.masked_18632001_18632999	t2	.0007	-1117.8058	-1117.8042	-1117.8049
NC_031969.f5.masked_18679001_18679999	t3	.0012	-1105.1883	-1105.1899	-1105.1871
NC_031969.f5.masked_18686001_18686999	t2	.0018	-1100.4087	-1100.3357	-1100.3375
NC_031969.f5.masked_18691001_18691999	t3	.0005	-1200.3480	-1200.3478	-1200.3473
NC_031969.f5.masked_18692001_18692999	t3	.4140	-1268.8043	-1275.3701	-1268.3903
NC_031969.f5.masked_18715001_18715999	t2	6.4704	-1117.7760	-1110.1093	-1116.5797
NC_031969.f5.masked_19208001_19208999	t2	5.9942	-1259.1956	-1251.3404	-1257.3346
NC_031969.f5.masked_19294001_19294999	t2	7.1963	-1111.0729	-1103.8766	-1111.2360
NC_031969.f5.masked_19304001_19304999	t2	.0008	-1170.6442	-1170.5944	-1170.5952
NC_031969.f5.masked_19307001_19307999	t3	.0026	-1130.7125	-1130.6632	-1130.6606
NC_031969.f5.masked_19331001_19331999	t1	8.2733	-1014.3265	-1022.6003	-1022.5998
NC_031969.f5.masked_19342001_19342999	t2	7.2793	-1263.9390	-1256.6597	-1263.9390
NC_031969.f5.masked_19343001_19343999	t1	.0001	-1011.2746	-1018.6937	-1011.2747
NC_031969.f5.masked_19391001_19391999	t2	.0019	-1326.6821	-1326.6765	-1326.6784
NC_031969.f5.masked_19392001_19392999	t1	6.5272	-1250.5254	-1257.9264	-1257.0526
NC_031969.f5.masked_19421001_19421999	t2	.4820	-1009.5884	-1009.1064	-1009.5885
NC_031969.f5.masked_19423001_19423999	t3	.0016	-991.5953	-991.6152	-991.5937
NC_031969.f5.masked_19427001_19427999	t2	.0005	-941.4934	-941.4929	-941.4947
NC_031969.f5.masked_19602001_19602999	t1	8.0048	-1128.2487	-1137.5050	-1136.2535
NC_031969.f5.masked_19677001_19677999	t2	.0047	-1356.0873	-1356.0826	-1356.0916
NC_031969.f5.masked_19691001_19691999	t1	.0290	-1255.6927	-1255.7279	-1255.7217
NC_031969.f5.masked_21092001_21092999	t2	7.3879	-1091.9963	-1084.6084	-1096.1836
NC_031969.f5.masked_21100001_21100999	t2	28.6836	-1289.4482	-1260.7623	-1289.4459
NC_031969.f5.masked_21120001_21120999	t2	.0002	-1041.1272	-1041.1270	-1041.1282
NC_031969.f5.masked_21121001_21121999	t3	.0018	-1076.5164	-1076.5175	-1076.5146
NC_031969.f5.masked_21122001_21122999	t1	8.1799	-1263.8200	-1272.0128	-1271.9999
NC_031969.f5.masked_21125001_21125999	t3	.0125	-1157.6530	-1157.6403	-1157.6278
NC_031969.f5.masked_21126001_21126999	t1	.0462	-923.3303	-923.3793	-923.3765
NC_031969.f5.masked_21127001_21127999	t3	.0006	-1204.4927	-1204.4921	-1204.4915
NC_031969.f5.masked_21135001_21135999	t3	.0003	-963.6696	-963.5974	-963.5971
NC_031969.f5.masked_21148001_21148999	t2	.0004	-1038.6212	-1038.6205	-1038.6209
NC_031969.f5.masked_21156001_21156999	t1	.0006	-1428.4779	-1428.4785	-1428.4785
NC_031969.f5.masked_21157001_21157999	t3	.0256	-1115.2357	-1115.2214	-1115.1958
NC_031969.f5.masked_21164001_21164999	t1	.1850	-1176.2337	-1176.4187	-1176.4398
NC_031969.f5.masked_21195001_21195999	t3	.9601	-1134.6402	-1134.6394	-1133.6793
NC_031969.f5.masked_21237001_21237999	t1	.0073	-1285.1176	-1285.1249	-1285.1249
NC_031969.f5.masked_21321001_21321999	t3	7.6082	-1379.8619	-1379.8637	-1372.2537
NC_031969.f5.masked_21324001_21324999	t3	.0086	-970.3691	-970.3730	-970.3605
NC_031969.f5.masked_21385001_21385999	t1	.3014	-1123.0498	-1123.3512	-1123.3521
NC_031969.f5.masked_21397001_21397999	t3	.0003	-1195.6066	-1195.6063	-1195.6060
NC_031969.f5.masked_21570001_21570999	t1	11.5294	-1084.2825	-1095.8169	-1095.8119
NC_031969.f5.masked_21593001_21593999	t3	.0002	-1244.5523	-1244.5525	-1244.5521
NC_031969.f5.masked_21604001_21604999	t1	.0003	-1231.8697	-1231.8700	-1232.0268
NC_031969.f5.masked_21609001_21609999	t1	7.0949	-1010.7591	-1017.8543	-1017.8540
NC_031969.f5.masked_21642001_21642999	t3	6.3367	-1450.8114	-1458.3830	-1444.4747
NC_031969.f5.masked_21678001_21678999	t1	26.6308	-1036.6017	-1063.2325	-1063.2325
NC_031969.f5.masked_21701001_21701999	t2	.0756	-1432.7843	-1432.7078	-1432.7834
NC_031969.f5.masked_21702001_21702999	t3	.0107	-1227.1141	-1227.0624	-1227.0517
NC_031969.f5.masked_21743001_21743999	t1	.0049	-1104.7073	-1104.7233	-1104.7122
NC_031969.f5.masked_21744001_21744999	t1	.1901	-1088.1987	-1095.5714	-1088.3888
NC_031969.f5.masked_21806001_21806999	t3	13.4826	-1058.9784	-1064.3726	-1045.4958
NC_031969.f5.masked_21813001_21813999	t3	.0003	-1003.9407	-1003.9404	-1003.9401
NC_031969.f5.masked_21814001_21814999	t2	.0050	-1070.1555	-1070.1505	-1070.1557
NC_031969.f5.masked_21831001_21831999	t1	5.7603	-1087.0550	-1092.8153	-1092.8154
NC_031969.f5.masked_21942001_21942999	t2	.0009	-1150.4031	-1150.1904	-1150.1913
NC_031969.f5.masked_22047001_22047999	t2	1.6647	-1452.9099	-1451.2452	-1459.1361
NC_031969.f5.masked_22060001_22060999	t2	7.3248	-1099.9515	-1092.6267	-1099.9538
NC_031969.f5.masked_22062001_22062999	t1	7.6998	-1009.2040	-1018.0922	-1016.9038
NC_031969.f5.masked_22065001_22065999	t2	25.7808	-1112.6359	-1086.8528	-1112.6336
NC_031969.f5.masked_22083001_22083999	t2	.1252	-1051.8528	-1051.7276	-1056.1113
NC_031969.f5.masked_22092001_22092999	t2	.0026	-1181.2129	-1181.1118	-1181.1144
NC_031969.f5.masked_22093001_22093999	t3	.0934	-1034.5053	-1028.3858	-1028.2924
NC_031969.f5.masked_22107001_22107999	t1	.0005	-1023.8703	-1023.8724	-1023.8708
NC_031969.f5.masked_22134001_22134999	t2	19.3641	-1254.6006	-1235.2363	-1254.6004
NC_031969.f5.masked_22139001_22139999	t3	5.5077	-1230.4134	-1230.4448	-1224.9057
NC_031969.f5.masked_22142001_22142999	t2	.0049	-1213.0695	-1213.0646	-1224.5426
NC_031969.f5.masked_22162001_22162999	t3	6.6724	-1183.2014	-1183.2424	-1176.5290
NC_031969.f5.masked_22189001_22189999	t1	1.4315	-1657.2088	-1658.6403	-1678.4034
NC_031969.f5.masked_22192001_22192999	t2	21.1424	-1611.7352	-1590.5928	-1640.9039
NC_031969.f5.masked_22344001_22344999	t1	.0008	-1041.9276	-1041.9284	-1041.9285
NC_031969.f5.masked_22348001_22348999	t3	.0014	-1111.9120	-1111.9119	-1111.9105
NC_031969.f5.masked_22353001_22353999	t1	.0424	-1200.7059	-1200.7552	-1200.7483
NC_031969.f5.masked_22354001_22354999	t3	.0022	-1370.2329	-1370.2351	-1370.2307
NC_031969.f5.masked_22355001_22355999	t2	.0005	-1068.1109	-1068.1102	-1068.1107
NC_031969.f5.masked_22393001_22393999	t1	.0002	-1041.2530	-1041.2942	-1041.2532
NC_031969.f5.masked_22456001_22456999	t3	35.3750	-1394.5178	-1394.5668	-1359.1428
NC_031969.f5.masked_22463001_22463999	t1	7.8338	-1390.2777	-1398.1115	-1402.4743
NC_031969.f5.masked_22470001_22470999	t3	.8041	-1171.6853	-1171.6913	-1170.8812
NC_031969.f5.masked_22566001_22566999	t2	8.0234	-1154.7396	-1146.7161	-1154.7395
NC_031969.f5.masked_22583001_22583999	t1	6.2405	-1208.8805	-1215.1210	-1223.0274
NC_031969.f5.masked_22712001_22712999	t2	.0054	-1051.7639	-1051.7521	-1051.7575
NC_031969.f5.masked_22732001_22732999	t2	.0001	-1326.7351	-1326.7336	-1326.7337
NC_031969.f5.masked_22733001_22733999	t1	.1807	-1515.9685	-1516.1492	-1516.7808
NC_031969.f5.masked_22788001_22788999	t2	.0091	-1091.8839	-1091.8748	-1098.8854
NC_031969.f5.masked_22795001_22795999	t2	.0018	-1374.2187	-1374.2169	-1374.2187
NC_031969.f5.masked_22796001_22796999	t1	.7087	-1361.0239	-1361.7326	-1370.0166
NC_031969.f5.masked_22797001_22797999	t2	22.4432	-1343.3322	-1320.8890	-1347.8267
NC_031969.f5.masked_22806001_22806999	t2	6.5734	-1182.7370	-1175.2280	-1181.8014
NC_031969.f5.masked_22808001_22808999	t3	5.6269	-1158.0630	-1158.0472	-1152.4203
NC_031969.f5.masked_22812001_22812999	t2	.7236	-1066.5325	-1065.8089	-1066.5451
NC_031969.f5.masked_22868001_22868999	t2	1.3841	-1117.0885	-1115.7044	-1117.0886
NC_031969.f5.masked_22882001_22882999	t3	.0004	-1072.9578	-1072.7955	-1072.7951
NC_031969.f5.masked_23115001_23115999	t2	8.2662	-1393.5442	-1385.2780	-1393.6661
NC_031969.f5.masked_23123001_23123999	t2	13.8844	-1118.8758	-1104.0318	-1117.9162
NC_031969.f5.masked_23129001_23129999	t1	5.8558	-1057.4398	-1063.3757	-1063.2956
NC_031969.f5.masked_23204001_23204999	t2	.0093	-1542.6696	-1542.6603	-1547.4099
NC_031969.f5.masked_23205001_23205999	t2	.0001	-1471.2410	-1471.2409	-1479.7612
NC_031969.f5.masked_23206001_23206999	t3	6.9781	-1416.7687	-1409.3247	-1402.3466
NC_031969.f5.masked_23207001_23207999	t1	.0008	-1124.9002	-1124.9010	-1124.9010
NC_031969.f5.masked_23208001_23208999	t1	.0033	-1463.0877	-1463.0910	-1465.4058
NC_031969.f5.masked_23209001_23209999	t3	3.3912	-1430.4885	-1436.8495	-1427.0973
NC_031969.f5.masked_23215001_23215999	t1	.0006	-922.7591	-922.7611	-922.7597
NC_031969.f5.masked_23221001_23221999	t1	.0010	-1233.0294	-1233.0304	-1239.6499
NC_031969.f5.masked_23223001_23223999	t1	6.6240	-1097.4783	-1104.1023	-1104.1025
NC_031969.f5.masked_23224001_23224999	t3	2.5370	-1101.6289	-1102.1791	-1099.0919
NC_031969.f5.masked_23238001_23238999	t2	.0424	-1041.5132	-1041.4708	-1041.9686
NC_031969.f5.masked_23257001_23257999	t2	.3278	-1068.1812	-1060.0034	-1060.3312
NC_031969.f5.masked_23258001_23258999	t3	44.2941	-1161.6162	-1161.6907	-1117.3221
NC_031969.f5.masked_23271001_23271999	t3	14.1107	-1159.4591	-1159.7960	-1145.3484
NC_031969.f5.masked_23293001_23293999	t2	.9102	-1104.6691	-1098.2349	-1099.1451
NC_031969.f5.masked_23502001_23502999	t1	.0064	-1034.1359	-1034.1423	-1034.1508
NC_031969.f5.masked_23507001_23507999	t3	.0028	-1487.7012	-1487.7005	-1487.6977
NC_031969.f5.masked_23532001_23532999	t3	.4226	-1231.5163	-1231.5172	-1231.0937
NC_031969.f5.masked_23537001_23537999	t3	.0015	-1032.1020	-1032.0982	-1032.0967
NC_031969.f5.masked_23541001_23541999	t1	5.7068	-1213.3550	-1219.5570	-1219.0618
NC_031969.f5.masked_23551001_23551999	t1	6.8338	-1064.8948	-1071.7286	-1072.6307
NC_031969.f5.masked_23591001_23591999	t2	6.9671	-1130.3435	-1123.3764	-1135.3974
NC_031969.f5.masked_23596001_23596999	t1	.0003	-1031.8215	-1031.8283	-1031.8218
NC_031969.f5.masked_23600001_23600999	t2	6.1390	-1110.0758	-1103.9367	-1110.0757
NC_031969.f5.masked_23606001_23606999	t2	8.6321	-1063.3318	-1054.6903	-1063.3224
NC_031969.f5.masked_23613001_23613999	t2	7.6340	-1138.7052	-1131.0701	-1138.7041
NC_031969.f5.masked_23614001_23614999	t3	.2294	-1305.3654	-1305.3647	-1305.1353
NC_031969.f5.masked_23617001_23617999	t2	5.9561	-1192.6047	-1185.3195	-1191.2756
NC_031969.f5.masked_23637001_23637999	t3	.0098	-1067.3529	-1067.3418	-1067.3320
NC_031969.f5.masked_23667001_23667999	t2	.0015	-1031.6350	-1031.6335	-1031.6351
NC_031969.f5.masked_23675001_23675999	t2	1.2732	-1430.5990	-1423.0309	-1424.3041
NC_031969.f5.masked_23676001_23676999	t3	.0033	-1111.0680	-1110.9713	-1110.9680
NC_031969.f5.masked_23701001_23701999	t3	7.9572	-1146.9521	-1146.9522	-1138.9949
NC_031969.f5.masked_23705001_23705999	t2	7.3359	-1118.8745	-1111.5386	-1118.8747
NC_031969.f5.masked_23715001_23715999	t3	7.6047	-1085.5323	-1085.5250	-1077.9203
NC_031969.f5.masked_23718001_23718999	t2	.1243	-1159.4579	-1159.3336	-1159.4733
NC_031969.f5.masked_23793001_23793999	t1	14.4537	-1064.8110	-1079.2647	-1085.0743
NC_031969.f5.masked_23814001_23814999	t1	6.2816	-1032.1720	-1038.4536	-1039.9009
NC_031969.f5.masked_23825001_23825999	t2	.4713	-1547.3480	-1543.2525	-1543.7238
NC_031969.f5.masked_23826001_23826999	t1	3.9641	-1415.2008	-1428.0165	-1419.1649
NC_031969.f5.masked_23848001_23848999	t1	.0013	-1090.9777	-1090.9794	-1090.9790
NC_031969.f5.masked_23849001_23849999	t3	.0797	-1151.8868	-1157.2986	-1151.8071
NC_031969.f5.masked_23860001_23860999	t2	.0021	-1066.2824	-1059.2761	-1059.2782
NC_031969.f5.masked_23864001_23864999	t3	.0372	-1073.4513	-1073.4675	-1073.4141
NC_031969.f5.masked_23887001_23887999	t3	.0006	-1067.6689	-1067.7202	-1067.6683
NC_031969.f5.masked_23891001_23891999	t1	6.6992	-1113.8973	-1121.7464	-1120.5965
NC_031969.f5.masked_23892001_23892999	t2	.0054	-1294.0333	-1294.0279	-1300.7386
NC_031969.f5.masked_23895001_23895999	t3	.0008	-1138.8338	-1138.8338	-1138.8330
NC_031969.f5.masked_23898001_23898999	t1	.0270	-1037.0897	-1037.1167	-1037.1205
NC_031969.f5.masked_23899001_23899999	t2	.0004	-1233.9390	-1233.9380	-1233.9384
NC_031969.f5.masked_23912001_23912999	t1	.0069	-1026.8655	-1026.8724	-1026.8978
NC_031969.f5.masked_23924001_23924999	t1	3.2091	-1037.3486	-1040.5577	-1046.6325
NC_031969.f5.masked_23934001_23934999	t2	4.4324	-970.4091	-965.9765	-970.4089
NC_031969.f5.masked_23982001_23982999	t3	.0001	-972.4678	-972.4678	-972.4677
NC_031969.f5.masked_24145001_24145999	t2	.0068	-1207.9695	-1207.9627	-1207.9723
NC_031969.f5.masked_24271001_24271999	t1	.0004	-1105.7589	-1105.7593	-1119.2386
NC_031969.f5.masked_24273001_24273999	t1	14.4082	-1172.8956	-1187.3038	-1191.7638
NC_031969.f5.masked_24283001_24283999	t1	6.5265	-1204.0763	-1210.6028	-1210.6028
NC_031969.f5.masked_24330001_24330999	t3	5.9996	-1052.4412	-1052.4412	-1046.4416
NC_031969.f5.masked_24380001_24380999	t1	26.4098	-1227.2730	-1255.7875	-1253.6828
NC_031969.f5.masked_24427001_24427999	t2	.0650	-1144.9751	-1144.9101	-1148.9182
NC_031969.f5.masked_24443001_24443999	t1	.0120	-1141.1928	-1141.2048	-1141.2982
NC_031969.f5.masked_24480001_24480999	t1	.0025	-1337.8353	-1337.8378	-1337.8386
NC_031969.f5.masked_24512001_24512999	t2	2.0186	-1223.9434	-1221.9248	-1229.4099
NC_031969.f5.masked_24545001_24545999	t1	5.8323	-1057.1212	-1062.9535	-1067.0308
NC_031969.f5.masked_24810001_24810999	t3	.0152	-1145.4349	-1145.4365	-1145.4197
NC_031969.f5.masked_24811001_24811999	t3	.0083	-1395.6112	-1395.6171	-1395.6029
NC_031969.f5.masked_24812001_24812999	t2	.0017	-1044.5239	-1044.5221	-1044.5238
NC_031969.f5.masked_24823001_24823999	t2	8.4959	-1050.9210	-1042.4251	-1055.2418
NC_031969.f5.masked_24829001_24829999	t2	7.2534	-1114.8771	-1107.6237	-1114.8828
NC_031969.f5.masked_24859001_24859999	t3	.0002	-1026.2565	-1026.2573	-1026.2563
NC_031969.f5.masked_24957001_24957999	t2	4.5620	-1186.8366	-1182.2746	-1186.8366
NC_031969.f5.masked_24995001_24995999	t3	.0003	-1272.0543	-1272.0543	-1272.0540
NC_031969.f5.masked_25263001_25263999	t1	.0002	-1071.5469	-1071.5471	-1071.5474
NC_031969.f5.masked_25369001_25369999	t3	.0016	-1369.6787	-1369.7025	-1369.6771
NC_031969.f5.masked_25390001_25390999	t3	25.8442	-1086.5450	-1077.9157	-1052.0715
NC_031969.f5.masked_25395001_25395999	t2	5.7324	-1080.0617	-1073.6414	-1079.3738
NC_031969.f5.masked_25407001_25407999	t1	5.7866	-1140.7711	-1146.5577	-1146.5577
NC_031969.f5.masked_25408001_25408999	t1	.0003	-1234.6168	-1234.6225	-1234.6171
NC_031969.f5.masked_25526001_25526999	t1	6.5904	-1150.0147	-1156.6051	-1162.2384
NC_031969.f5.masked_25573001_25573999	t2	13.5372	-1017.4727	-1003.9272	-1017.4644
NC_031969.f5.masked_25589001_25589999	t3	.6907	-1029.2896	-1029.4595	-1028.5989
NC_031969.f5.masked_25627001_25627999	t2	.0014	-1365.3907	-1365.3893	-1371.7975
NC_031969.f5.masked_25772001_25772999	t3	21.0182	-1418.0488	-1418.0285	-1397.0103
NC_031969.f5.masked_25791001_25791999	t2	.0188	-1161.2089	-1161.1901	-1161.4450
NC_031969.f5.masked_25794001_25794999	t1	31.0051	-1067.6057	-1098.6108	-1103.0481
NC_031969.f5.masked_25820001_25820999	t3	.1500	-1045.8097	-1045.8105	-1045.6597
NC_031969.f5.masked_25841001_25841999	t1	.0004	-1134.3649	-1134.3659	-1134.3653
NC_031969.f5.masked_25844001_25844999	t1	.0047	-1213.4348	-1215.3396	-1213.4395
NC_031969.f5.masked_25869001_25869999	t2	7.7646	-1041.5729	-1033.8083	-1041.5802
NC_031969.f5.masked_25964001_25964999	t3	7.5457	-1154.2164	-1154.2164	-1146.6707
NC_031969.f5.masked_26001001_26001999	t3	.0055	-1064.7678	-1064.7678	-1064.7623
NC_031969.f5.masked_26002001_26002999	t2	1.9425	-1174.7970	-1172.8545	-1179.7074
NC_031969.f5.masked_26050001_26050999	t2	13.4547	-1172.8949	-1159.4402	-1172.8981
NC_031969.f5.masked_26077001_26077999	t2	12.7122	-1182.3663	-1169.6541	-1182.3688
NC_031969.f5.masked_26091001_26091999	t2	.0361	-1079.3764	-1079.3403	-1079.3775
NC_031969.f5.masked_26131001_26131999	t1	.0008	-1130.4176	-1130.4184	-1130.4184
NC_031969.f5.masked_26136001_26136999	t1	.3516	-1212.1463	-1230.3446	-1212.4979
NC_031969.f5.masked_26137001_26137999	t3	2.5350	-1119.2655	-1118.8303	-1116.2953
NC_031969.f5.masked_26159001_26159999	t2	5.0013	-1157.5134	-1152.5121	-1163.8074
NC_031969.f5.masked_26175001_26175999	t2	2.6937	-1607.8010	-1599.8556	-1602.5493
NC_031969.f5.masked_26176001_26176999	t2	2.7859	-1709.1904	-1700.1190	-1702.9049
NC_031969.f5.masked_26177001_26177999	t2	5.5106	-1272.6401	-1261.2547	-1266.7653
NC_031969.f5.masked_26208001_26208999	t1	6.6516	-1059.7013	-1067.7462	-1066.3529
NC_031969.f5.masked_26249001_26249999	t1	11.9582	-1016.5894	-1028.5480	-1028.5476
NC_031969.f5.masked_26250001_26250999	t1	12.0224	-1202.0040	-1214.0264	-1220.9555
NC_031969.f5.masked_26270001_26270999	t3	.0057	-1092.1641	-1092.1546	-1092.1489
NC_031969.f5.masked_26304001_26304999	t2	7.4573	-1073.2484	-1065.7853	-1073.2426
NC_031969.f5.masked_26328001_26328999	t3	.0007	-957.6832	-957.6832	-957.6825
NC_031969.f5.masked_26398001_26398999	t2	1.3719	-1037.4312	-1030.5316	-1031.9035
NC_031969.f5.masked_26412001_26412999	t2	7.4571	-1046.2111	-1038.7540	-1051.5552
NC_031969.f5.masked_26415001_26415999	t1	.0094	-1199.4109	-1199.4203	-1199.4203
NC_031969.f5.masked_26720001_26720999	t2	.0024	-978.7620	-978.7596	-978.7655
NC_031969.f5.masked_26728001_26728999	t3	11.3583	-1071.8134	-1072.2998	-1060.4551
NC_031969.f5.masked_26841001_26841999	t1	.0007	-1000.0219	-1000.0226	-1000.0226
NC_031969.f5.masked_26885001_26885999	t2	.5353	-989.8153	-989.2800	-989.9201
NC_031969.f5.masked_26901001_26901999	t2	.0114	-1093.8101	-1093.7987	-1093.8274
NC_031969.f5.masked_26971001_26971999	t2	.8588	-1339.0070	-1338.1482	-1346.9096
NC_031969.f5.masked_26972001_26972999	t3	.0011	-1339.8518	-1339.8400	-1339.8389
NC_031969.f5.masked_26973001_26973999	t2	7.6802	-1435.8677	-1427.5668	-1435.2470
NC_031969.f5.masked_26974001_26974999	t3	7.8426	-1447.4312	-1446.1766	-1438.3340
NC_031969.f5.masked_26975001_26975999	t1	.8385	-1366.1436	-1372.6161	-1366.9821
NC_031969.f5.masked_26976001_26976999	t3	3.2613	-1252.1956	-1252.3051	-1248.9343
NC_031969.f5.masked_27005001_27005999	t1	.0005	-960.4352	-960.4357	-960.4359
NC_031969.f5.masked_27014001_27014999	t1	.9866	-1239.2200	-1240.2066	-1245.1832
NC_031969.f5.masked_27015001_27015999	t3	.0517	-997.9440	-997.9633	-997.8923
NC_031969.f5.masked_27016001_27016999	t3	.0007	-1033.3411	-1033.3411	-1033.3404
NC_031969.f5.masked_27071001_27071999	t1	5.7091	-1219.9884	-1227.4295	-1225.6975
NC_031969.f5.masked_27093001_27093999	t2	7.5602	-1141.9573	-1134.3971	-1141.9573
NC_031969.f5.masked_27095001_27095999	t2	.0008	-1266.7543	-1266.7535	-1267.5108
NC_031969.f5.masked_27103001_27103999	t2	.0036	-1170.9110	-1165.4096	-1165.4132
NC_031969.f5.masked_27156001_27156999	t3	1.3622	-997.9465	-997.9479	-996.5843
NC_031969.f5.masked_27190001_27190999	t2	7.6747	-1286.2339	-1278.5568	-1286.2315
NC_031969.f5.masked_27191001_27191999	t3	.0029	-1464.1499	-1464.1723	-1464.1470
NC_031969.f5.masked_27192001_27192999	t2	7.2250	-1511.9758	-1504.7508	-1517.5478
NC_031969.f5.masked_27193001_27193999	t2	8.8061	-1581.2985	-1572.4924	-1581.3224
NC_031969.f5.masked_27194001_27194999	t1	.0685	-1208.2867	-1208.3552	-1208.3612
NC_031969.f5.masked_27199001_27199999	t2	.9981	-1465.5929	-1457.4706	-1458.4687
NC_031969.f5.masked_27224001_27224999	t2	7.7640	-1311.1481	-1298.2213	-1305.9853
NC_031969.f5.masked_27228001_27228999	t1	.0249	-1080.2361	-1081.6278	-1080.2610
NC_031969.f5.masked_27382001_27382999	t3	5.8521	-1083.4032	-1083.4019	-1077.5498
NC_031969.f5.masked_27496001_27496999	t2	.0009	-1150.7310	-1150.7301	-1150.7378
NC_031969.f5.masked_27990001_27990999	t2	9.1870	-1085.4786	-1076.2916	-1085.5537
NC_031969.f5.masked_27991001_27991999	t1	.0263	-1176.3964	-1176.4527	-1176.4227
NC_031969.f5.masked_27992001_27992999	t2	.0005	-1468.1901	-1468.1896	-1468.1906
NC_031969.f5.masked_27993001_27993999	t2	.0326	-1257.2384	-1257.2058	-1257.2451
NC_031969.f5.masked_27994001_27994999	t2	6.3661	-1426.4386	-1419.4136	-1425.7797
NC_031969.f5.masked_27995001_27995999	t1	.0031	-1343.5715	-1343.5747	-1343.5746
NC_031969.f5.masked_27996001_27996999	t3	.0084	-1375.9612	-1375.9612	-1375.9528
NC_031969.f5.masked_27997001_27997999	t1	.0007	-993.2811	-993.2823	-993.2818
NC_031969.f5.masked_28020001_28020999	t1	.0005	-974.2519	-974.2524	-974.2530
NC_031969.f5.masked_28022001_28022999	t3	.0003	-1174.5968	-1174.5958	-1174.5955
NC_031969.f5.masked_28023001_28023999	t2	5.2988	-1484.8236	-1471.3763	-1476.6751
NC_031969.f5.masked_28054001_28054999	t3	1.2905	-1042.1807	-1054.6994	-1040.8902
NC_031969.f5.masked_28116001_28116999	t2	.0235	-1053.9302	-1053.9063	-1053.9298
NC_031969.f5.masked_28128001_28128999	t2	.0006	-971.3845	-971.3839	-971.3845
NC_031969.f5.masked_28152001_28152999	t3	.0125	-1077.2906	-1069.8480	-1069.8355
NC_031969.f5.masked_28186001_28186999	t3	.0343	-1042.0766	-1042.0752	-1042.0409
NC_031969.f5.masked_28216001_28216999	t2	13.6947	-1478.8110	-1465.1163	-1487.7674
NC_031969.f5.masked_28217001_28217999	t3	8.2936	-1428.1806	-1433.0733	-1419.8870
NC_031969.f5.masked_28235001_28235999	t2	7.0580	-1168.3906	-1154.8866	-1161.9446
NC_031969.f5.masked_28243001_28243999	t1	.2987	-1362.0713	-1362.3700	-1362.9323
NC_031969.f5.masked_28244001_28244999	t2	6.6876	-1239.4402	-1232.7526	-1249.3092
NC_031969.f5.masked_28338001_28338999	t3	10.7263	-1360.5884	-1360.5887	-1349.8621
NC_031969.f5.masked_28356001_28356999	t2	.0022	-1260.6981	-1260.6959	-1260.6988
NC_031969.f5.masked_28357001_28357999	t3	.0185	-1428.0180	-1427.9905	-1427.9720
NC_031969.f5.masked_28384001_28384999	t1	5.7760	-1045.5555	-1051.7353	-1051.3315
NC_031969.f5.masked_28388001_28388999	t1	15.2854	-1361.6561	-1376.9415	-1376.9449
NC_031969.f5.masked_28412001_28412999	t1	1.8973	-1115.4805	-1121.2770	-1117.3778
NC_031969.f5.masked_28422001_28422999	t2	.0002	-1106.1417	-1106.1179	-1106.1181
NC_031969.f5.masked_28453001_28453999	t2	.0004	-992.0612	-992.0605	-992.0609
NC_031969.f5.masked_28454001_28454999	t2	.0020	-1029.5524	-1029.5504	-1029.5524
NC_031969.f5.masked_28463001_28463999	t1	1.8516	-1074.3886	-1076.2467	-1076.2402
NC_031969.f5.masked_28464001_28464999	t3	.0061	-1057.5614	-1057.5501	-1057.5440
NC_031969.f5.masked_28465001_28465999	t3	.0001	-1211.8845	-1211.8861	-1211.8844
NC_031969.f5.masked_28466001_28466999	t3	.0005	-1088.9197	-1088.9198	-1088.9192
NC_031969.f5.masked_28474001_28474999	t1	.0784	-1037.8586	-1037.9383	-1037.9370
NC_031969.f5.masked_28501001_28501999	t2	.0004	-1095.6793	-1095.6789	-1103.1522
NC_031969.f5.masked_28842001_28842999	t2	6.9262	-1182.4605	-1167.8900	-1174.8162
NC_031969.f5.masked_28845001_28845999	t1	.0006	-1043.8636	-1043.8642	-1044.4401
NC_031969.f5.masked_28849001_28849999	t3	.8456	-1113.2231	-1118.9525	-1112.3775
NC_031969.f5.masked_28852001_28852999	t1	5.7652	-1027.9210	-1033.6871	-1033.6862
